idn,titel,author,rela,gnd
1257783459,"""The Times They Are A-Changin'"". Musikalischer Protest gegen den Vietnamkrieg in den USA","König, Michael",Verfasser,unknown
1080492054,Vergessene Schulen,unknown,unknown,unknown
1124155414,Zwischen lokalem Protest und globaler Revolte. 1968 in Mexiko und Brasilien,"Kunze, Jan",Verfasser,unknown
1270018701,Zeitgeschichte (ab 1945),"Moll, Martin",Verfasser,unknown
1285203232,„Wenn’s der Wahrheitsfindung dient“,"Kraft, Sandra",Verfasser,unknown
1150292253,Studentenbewegung im Spiegel des Merve-Verlags. Eine kulturwissenschaftliche Reminiszenz,"Schuller, Marianne",Verfasser,unknown
1292157224,Gründerjahre,"Leipold, Jürgen",Verfasser,(DE-588)1249937078; https://d-nb.info/gnd/1249937078; (DE-101)1249937078
1108566553,[Abbildungen],"Auge, Oliver",Verfasser,(DE-588)115444211; https://d-nb.info/gnd/115444211; (DE-101)115444211
1053402309,Achtundsechzig,"Negt, Oskar",Verfasser,(DE-588)11858684X; https://d-nb.info/gnd/11858684X; (DE-101)11858684X
1124267530,Achtundsechzig,"Negt, Oskar",Verfasser,(DE-588)11858684X; https://d-nb.info/gnd/11858684X; (DE-101)11858684X
1176266810,"Die 68er in Uwe Timms ""Heißer Sommer"". Ein kritischer Beitrag zur Studentenbewegung der 1960er Jahre?","Sehn, Moritz",Verfasser,unknown
1257423606,"Die 68er in Uwe Timms ""Heißer Sommer"". Ein kritischer Beitrag zur Studentenbewegung der 1960er Jahre?","Sehn, Moritz",Verfasser,unknown
1186507101,Ditadura Militar (1964-1985): o movimento estudantil e a comunicação alternativa na Amazônia Paraense,unknown,unknown,unknown
1187067490,Erinnerung als Waffe der Dekolonisierung: Kunst und Student*innen-Bewegung im heutigen Südafrika,"Robbe, Ksenia",Verfasser,unknown
108224385X,"Macht, politische Kultur,  Widerstand",unknown,unknown,unknown
1334144427,Männlichkeit zwischen Gefühl und Revolution: Stefanie Pilzweger über die Emotionsgeschichte der bundesdeutschen 68er-Bewegung,"Krämer, Felix",Verfasser,unknown
1079747931,Provoke,unknown,unknown,unknown
1098154673,Spiel der Zeit,"Hahn, Ulla",Verfasser,(DE-588)118994212; https://d-nb.info/gnd/118994212; (DE-101)118994212
1076172806,"""Tod den Scholaren!""","Schroeder, Klaus-Peter",Verfasser,(DE-588)122569512; https://d-nb.info/gnd/122569512; (DE-101)122569512
110639870X,Und sie bewegt sich doch ...,"Daiber, Birgit",Verfasser,(DE-588)132468190; https://d-nb.info/gnd/132468190; (DE-101)132468190
971096562,Ungehorsam versus Institutionalismus,"Sonnemann, Ulrich",Verfasser,(DE-588)119061848; https://d-nb.info/gnd/119061848; (DE-101)119061848
1171733224,Ungehorsam versus Institutionalismus. Schriften 5,"Sonnemann, Ulrich",Verfasser,(DE-588)119061848; https://d-nb.info/gnd/119061848; (DE-101)119061848
1108567193,»Verfolgung und Ermordung der Universitätswürde 1968« – Die Studentenproteste an der Christian-Albrechts-Universität,"Bichow, Stefan",Verfasser,(DE-588)1038235944; https://d-nb.info/gnd/1038235944; (DE-101)1038235944
1191930831,Vom Flugblatt zum Tweet: Kommunikation und visuelle Darstellung sozialer Bewegungen im Wandel,"Müller, Christoph",Verfasser,unknown
1079544593,Von Revolution zu Befreiung ,"Knaudt, Till",Verfasser,(DE-588)1012533301; https://d-nb.info/gnd/1012533301; (DE-101)1012533301
1114749400,Von Revolution zu Befreiung,"Knaudt, Till",Verfasser,(DE-588)1012533301; https://d-nb.info/gnd/1012533301; (DE-101)1012533301
1131386752,Writing the revolution,"Cornils, Ingo",Verfasser,(DE-588)114063109; https://d-nb.info/gnd/114063109; (DE-101)114063109
1071562142,1967 Wespenzeit,"Schon, Jenny",Verfasser,(DE-588)108018318; https://d-nb.info/gnd/108018318; (DE-101)108018318
1074466063,Antizionismus von Links. Die Berichterstattung über Israel und die Juden in der Zeitschrift „konkret“ zwischen 1961 und 1972,"Salomon, Katya",Verfasser,unknown
1063657946,Berlin 1968,"Dannenbaum, Uwe",Verfasser,(DE-588)139484876; https://d-nb.info/gnd/139484876; (DE-101)139484876
1070094099,Civil society on the move,unknown,unknown,unknown
1124954171,Der Innerschweizer,"Zürcher, Urs",Verfasser,(DE-588)129892262; https://d-nb.info/gnd/129892262; (DE-101)129892262
1126131288,Einleitung,"Kämper, Heidrun",Verfasser,(DE-588)118165127; https://d-nb.info/gnd/118165127; (DE-101)118165127
1070748382,Heisser Sommer,"Timm, Uwe",Verfasser,(DE-588)118839276; https://d-nb.info/gnd/118839276; (DE-101)118839276
1068030291,Heißer Sommer,"Timm, Uwe",Verfasser,(DE-588)118839276; https://d-nb.info/gnd/118839276; (DE-101)118839276
1070935557,Hochschulreform und Studentenrevolte in Italien 1958 - 1974,"Kirchner, Matthias",Verfasser,(DE-588)1077515073; https://d-nb.info/gnd/1077515073; (DE-101)1077515073
1071470949,"Identity, social activism, and the pursuit of higher education","Muñoz, Susana M.",Verfasser,(DE-588)1079636161; https://d-nb.info/gnd/1079636161; (DE-101)1079636161
1274333180,"Identity, Social Activism, and the Pursuit of Higher Education","Muñoz, Susana M.",Verfasser,(DE-588)1079636161; https://d-nb.info/gnd/1079636161; (DE-101)1079636161
1097476456,Ideologischer Vergleich der RAF und der Studentenbewegung,"Schreiber, Niels",Verfasser,unknown
1184038384,Ideologischer Vergleich der RAF und der Studentenbewegung,"Schreiber, Niels",Verfasser,unknown
1077922973,Männlichkeit zwischen Gefühl und Revolution,"Pilzweger-Steiner, Stefanie",Verfasser,(DE-588)1079983643; https://d-nb.info/gnd/1079983643; (DE-101)1079983643
1109541260,Männlichkeit zwischen Gefühl und Revolution,"Pilzweger-Steiner, Stefanie",Verfasser,(DE-588)1079983643; https://d-nb.info/gnd/1079983643; (DE-101)1079983643
1211425509,"„Revolution ist herrlich, alles andere ist Quark! Begreift Euch endlich als Künstler“: zu den Akademieunruhen 1967 bis 1970","Jooss, Birgit",Verfasser,(DE-588)173003494; https://d-nb.info/gnd/173003494; (DE-101)173003494
1069517968,Spiel der Zeit,"Hahn, Ulla",Verfasser,(DE-588)118994212; https://d-nb.info/gnd/118994212; (DE-101)118994212
1211425576,Zu den Studentenunruhen von 1968,"Jooss, Birgit",Verfasser,(DE-588)173003494; https://d-nb.info/gnd/173003494; (DE-101)173003494
1042636656,"1964 - das Jahr, mit dem ""68"" begann",unknown,unknown,unknown
1243214147,"1964 - das Jahr, mit dem ""68"" begann","Lorenz, Robert",Herausgeber,(DE-588)138316058; https://d-nb.info/gnd/138316058; (DE-101)138316058
1051283019,1968 im Spiegel der Presse,"Korndörfer, Lutz",Verfasser,(DE-588)107999842X; https://d-nb.info/gnd/107999842X; (DE-101)107999842X
1047913844,Auf dem Campus von Shanghai,"Shi-Schienle, Weibing",Verfasser,(DE-588)1053336233; https://d-nb.info/gnd/1053336233; (DE-101)1053336233
1054309124,Bärenhaus,"Göstemeyer, Albrecht",Verfasser,unknown
105118195X,"Bildungswege zu ""1968""","Wienhaus, Andrea",Verfasser,(DE-588)14080286X; https://d-nb.info/gnd/14080286X; (DE-101)14080286X
1079549382,Bildungswege zu »1968«,"Wienhaus, Andrea",Verfasser,(DE-588)14080286X; https://d-nb.info/gnd/14080286X; (DE-101)14080286X
1079476601,Das politisierte Geschlecht,"Dehnavi, Morvarid",Verfasser,(DE-588)140802746; https://d-nb.info/gnd/140802746; (DE-101)140802746
1047582724,"Der Funke, aus dem sich die ungarische Revolution entflammte","Ellermann, Renata",Verfasser,unknown
1183691211,"Der Funke, aus dem sich die ungarische Revolution entflammte","Ellermann, Renata",Verfasser,unknown
1041598165,Der Innerschweizer,"Zürcher, Urs",Verfasser,(DE-588)129892262; https://d-nb.info/gnd/129892262; (DE-101)129892262
106973053X,Der Konflikt zwischen der Axel Springer AG und der 68er Studentenbewegung,"Thöne, Matthias",Verfasser,unknown
1184038988,Der Konflikt zwischen der Axel Springer AG und der 68er Studentenbewegung,"Thöne, Matthias",Verfasser,unknown
1045580457,Die Achtundsechziger-Bewegung und die Medizinische Fakultät der Universität Bonn,"Rückher, Johannes",Verfasser,(DE-588)1033537217; https://d-nb.info/gnd/1033537217; (DE-101)1033537217
1018007970,"Die ""andere"" Provinz",unknown,unknown,unknown
1049192583,Die Auseinandersetzung mit der Studentenbewegung im literarischen Werk Uwe Timms,"Jung, Stefanie",Verfasser,unknown
1247361268,Die Auseinandersetzung mit der Studentenbewegung im literarischen Werk Uwe Timms,"Jung, Stefanie",Verfasser,unknown
106081949X,Die Entstehung der grünen Politik,"Pettenkofer, Andreas",Verfasser,(DE-588)123257026; https://d-nb.info/gnd/123257026; (DE-101)123257026
1009107186,Die Entstehung der grünen Politik,"Pettenkofer, Andreas",Verfasser,(DE-588)123257026; https://d-nb.info/gnd/123257026; (DE-101)123257026
1251146171,"Film-Politik, Studenten-Bewegung, Online-Archiv. Bericht von der Dziga-Wertow-Akademie","Linz, Max",Verfasser,unknown
1046456245,Hans-Albrecht Breuning - Mann des Anstoßes in Zeiten der Studentenbewegung,unknown,unknown,unknown
1075456231,Konstitution und Klassenkampf,"Krahl, Hans-Jürgen",Verfasser,(DE-588)11898845X; https://d-nb.info/gnd/11898845X; (DE-101)11898845X
1080840729,Mai 68,"Brinton, Maurice",Verfasser,unknown
1044851430,Protest der Professoren,"Wehrs, Nikolai",Verfasser,(DE-588)1050648676; https://d-nb.info/gnd/1050648676; (DE-101)1050648676
1050821122,Protest der Professoren,"Wehrs, Nikolai",Verfasser,(DE-588)1050648676; https://d-nb.info/gnd/1050648676; (DE-101)1050648676
1053218338,Rudi Dutschke als Medienphänomen,"Czwalina, Christine",Verfasser,unknown
1064630235,Sous les pavés ... the troubles,"Reynolds, Chris",Verfasser,(DE-588)1065698348; https://d-nb.info/gnd/1065698348; (DE-101)1065698348
1067041699,Sous les pavés … The Troubles,"Reynolds, Chris",Verfasser,(DE-588)1065698348; https://d-nb.info/gnd/1065698348; (DE-101)1065698348
1328386619,Soziale Voraussetzungen und Dynamiken von Revolten und Protestbewegungen,"Kronschnabl, Judith",Verfasser,unknown
1059066440,Spiel der Zeit,"Hahn, Ulla",Verfasser,(DE-588)118994212; https://d-nb.info/gnd/118994212; (DE-101)118994212
1050502663,Spiel der Zeit,"Hahn, Ulla",Verfasser,(DE-588)118994212; https://d-nb.info/gnd/118994212; (DE-101)118994212
1046935666,Systemkritik und Widerstand,"Theiler, Hendrik",Verfasser,unknown
1053372426,Umbruch durch Gewalt? Die Ideologie der ersten RAF-Generation aus der Sicht von Kants Kategorischem Imperativ,"Nothing, Sebastian",Verfasser,unknown
1247623157,Umbruch durch Gewalt? Die Ideologie der ersten RAF-Generation aus der Sicht von Kants Kategorischem Imperativ,"Nothing, Sebastian",Verfasser,unknown
1053207492,Willy Brandt und die Studentenbewegung. Der Wunschkanzler der Studenten?,"Minjoli, Teresia",Verfasser,unknown
1247621413,Willy Brandt und die Studentenbewegung. Der Wunschkanzler der Studenten?,"Minjoli, Teresia",Verfasser,unknown
1340233975,Ein Jahrzehnt reloaded,"Giovannini, Norbert Michael",Verfasser,(DE-588)123532868; https://d-nb.info/gnd/123532868; (DE-101)123532868
1058512749,1968. Die APO als intellektuellenkritische Intellektuellenbewegung,"Kandler, Jannik Malte",Verfasser,unknown
1045380717,´68 als Gedächtnisort?,"Jahn, Kathrin",Verfasser,(DE-588)1046014951; https://d-nb.info/gnd/1046014951; (DE-101)1046014951
1028105622,Amerikahaus und der Tanz um die Frauen,"Delius, Friedrich Christian",Verfasser,(DE-588)118924389; https://d-nb.info/gnd/118924389; (DE-101)118924389
1042657661,Amerikahaus und der Tanz um die Frauen,"Delius, Friedrich Christian",Verfasser,unknown
1135802688,Das Otto-Suhr-Institut und der Schatten der Geschichte,"Funke, Hajo",Verfasser,(DE-588)122730992; https://d-nb.info/gnd/122730992; (DE-101)122730992
1033782637,Das politisierte Geschlecht,"Dehnavi, Morvarid",Verfasser,(DE-588)140802746; https://d-nb.info/gnd/140802746; (DE-101)140802746
1044219718,Die 68er Bewegung: Ziele und politische Entwicklung am Beispiel der Studentenbewegung,"Kramer, Urs",Verfasser,unknown
1052153968,Die Achtundsechziger-Bewegung und die Medizinische Fakultät der Universität Bonn,"Rückher, Johannes",Verfasser,(DE-588)1033537217; https://d-nb.info/gnd/1033537217; (DE-101)1033537217
1043606076,Die Studentenbewegung der 60er Jahre,"Tihlarik, Amelie",Verfasser,unknown
1247720551,Die Studentenbewegung der 60er Jahre,"Tihlarik, Amelie",Verfasser,unknown
1038823390,"Die Woodstock-Ära und ihre Ahnungen - wenige waren falsch, viele richtig...","Dylan, Marc",Verfasser,unknown
119204360X,Escaping the Kmara Box: Reframing the Role of Civil Society in Georgia's Rose Revolution,"Angley, Robyn E.",Verfasser,unknown
1043361235,Ideen und Konzepte der 68er-Studentenbewegung,"Grune, Susann",Verfasser,unknown
1247939065,Ideen und Konzepte der 68er-Studentenbewegung,"Grune, Susann",Verfasser,unknown
1191660850,Medien in Lateinamerika: Zeit für Reformen,"Kitzberger, Philip",Verfasser,(DE-588)142775428; https://d-nb.info/gnd/142775428; (DE-101)142775428
125008329X,Nutzen konstruktiver Gesellschaftskritik am Beispiel der 68er-Studentenbewegung,"Grune, Susann",Verfasser,unknown
1036333515,Provokation und Sanftmut,"Tödt, Ilse",Verfasser,(DE-588)140151532; https://d-nb.info/gnd/140151532; (DE-101)140151532
1044144025,Rebellion und Terrorismus. Die Studentenbewegung und die RAF,"Middeke, Soeren",Verfasser,unknown
117641206X,Rebellion und Terrorismus. Die Studentenbewegung und die RAF,"Middeke, Soeren",Verfasser,unknown
1044950587,Studentenproteste in Südkorea 1960,"Stark, Benjamin",Verfasser,unknown
1247372596,Studentenproteste in Südkorea 1960,"Stark, Benjamin",Verfasser,unknown
1038162319,Systemkritik und Widerstand,"Theiler, Hendrik",Verfasser,unknown
1052238955,The German student movement and the literary imagination,"Rinner, Susanne",Verfasser,(DE-588)1033292761; https://d-nb.info/gnd/1033292761; (DE-101)1033292761
1032059559,Und wir bewegen uns noch,"Foltin, Robert",Verfasser,(DE-588)118065181; https://d-nb.info/gnd/118065181; (DE-101)118065181
1190679647,"Wer definiert, wie die Geschichte von repressiver Integration und moralisch legitimierter Ausschließung (wo und wann auch immer) zu erinnern und zu verantworten ist? Ein Beitrag zum Sinn der entrüsteten Skandalisierung des Grundkurs Sozial Arbeit von Timm Kunstreich und der Ev. Hochschule des Rauhen Hauses","Cremer-Schäfer, Helga",Verfasser,unknown
1019404434,1968,"Scharloth, Joachim",Verfasser,(DE-588)173626173; https://d-nb.info/gnd/173626173; (DE-101)173626173
1010342118,1968,unknown,unknown,unknown
1101993065,1968,unknown,unknown,unknown
1019042850,Aufbruch in die Dritte Welt,"Weitbrecht, Dorothee",Verfasser,(DE-588)12376937X; https://d-nb.info/gnd/12376937X; (DE-101)12376937X
1052123066,Aufbruch in die Dritte Welt,"Weitbrecht, Dorothee",Verfasser,(DE-588)12376937X; https://d-nb.info/gnd/12376937X; (DE-101)12376937X
1192129652,"Der Fall unibrennt: Mobilisierung, Kommunikationsverhalten und kollektive Verständigung von Protest- und Kampagnengemeinschaften heute","Brantner, Cornelia",Verfasser,(DE-588)1182279074; https://d-nb.info/gnd/1182279074; (DE-101)1182279074
102203832X,Die 1968er Jahre in der Schweiz,"Skenderovic, Damir",Verfasser,(DE-588)135879116; https://d-nb.info/gnd/135879116; (DE-101)135879116
1158530420,Die 1968er-Jahre in der Schweiz,"Skenderovic, Damir",Verfasser,(DE-588)135879116; https://d-nb.info/gnd/135879116; (DE-101)135879116
1028741979,Die Auseinandersetzung mit der Studentenbewegung im literarischen Werk Uwe Timms,"Jung, Stefanie",Verfasser,unknown
1250130344,Die Auseinandersetzung mit der Studentenbewegung im literarischen Werk Uwe Timms,"Jung, Stefanie",Verfasser,unknown
1046981188,Die Gesellschaftskritik der Frankfurter Schule als theoretisches Substrat der westdeutschen Studentenbewegung 1967/68,"Friedrich, Toni",Verfasser,unknown
1182701922,Die Gesellschaftskritik der Frankfurter Schule als theoretisches Substrat der westdeutschen Studentenbewegung 1967/68,"Friedrich, Toni",Verfasser,unknown
1030609187,Die Studentenbewegung der späten 60er Jahre und Rudi Dutschke,"Lietz, Anna",Verfasser,unknown
1182850847,Die Studentenbewegung der späten 60er Jahre und Rudi Dutschke,"Lietz, Anna",Verfasser,unknown
1018601392,Die Verbindung der Arbeiter- und Studentenbewegung im Mai 68 in Frankreich,"Pora-Leonowicz, Jacklin",Verfasser,unknown
1182766277,Die Verbindung der Arbeiter- und Studentenbewegung im Mai 68 in Frankreich,"Pora-Leonowicz, Jacklin",Verfasser,unknown
1025173023,Foreign front,"Slobodian, Quinn",Verfasser,(DE-588)1023609754; https://d-nb.info/gnd/1023609754; (DE-101)1023609754
1247446247,Kommunismus und die Studentenbewegung von 1968,"Hackl, Johannes",Verfasser,unknown
1041735391,Kritische Theorie und Studentenbewegung,"Rottländer, Matthias",Verfasser,unknown
1247908550,Kritische Theorie und Studentenbewegung,"Rottländer, Matthias",Verfasser,unknown
1147392382,Les années 68,"Skenderovic, Damir",Verfasser,(DE-588)135879116; https://d-nb.info/gnd/135879116; (DE-101)135879116
1253838585,Marsch durch die Institutionen?,"Kittel, Manfred",Verfasser,(DE-588)131995596; https://d-nb.info/gnd/131995596; (DE-101)131995596
1008261394,Rudi Dutschke,unknown,unknown,unknown
1028089880,Rudi Dutschke Andreas Baader und die RAF,"Kraushaar, Wolfgang",Verfasser,(DE-588)120283344; https://d-nb.info/gnd/120283344; (DE-101)120283344
119753654X,"Studentische Politik in den 1950ern: Hochschulreform und Demokratisierung in der ""Freiburger Studentenzeitung""","Herrmann, Hans Peter",Verfasser,(DE-588)12180741X; https://d-nb.info/gnd/12180741X; (DE-101)12180741X
1187096180,The sources of German student unrest 1815-1848,"Jarausch, Konrad",Verfasser,(DE-588)124678025; https://d-nb.info/gnd/124678025; (DE-101)124678025
1096335778,"Grenzen durchbrechen: Bilder der Jugend in den Romanen ""Heiβer Sommer"" (1974) von Uwe Timm und ""Sem Tecto, entre Ruínas"" (1979) von Augusto Abelaira","Gamelas, Inês",Verfasser,(DE-588)1244838055; https://d-nb.info/gnd/1244838055; (DE-101)1244838055
100236325X,1968,"Scharloth, Joachim",Verfasser,(DE-588)173626173; https://d-nb.info/gnd/173626173; (DE-101)173626173
1016010141,1968: die Kinder der Diktatur,"Behmel, Albrecht",Verfasser,(DE-588)123622123; https://d-nb.info/gnd/123622123; (DE-101)123622123
1007938811,Akademische Lebenswelten,unknown,unknown,unknown
1191589390,"""Alles Politische ist privat"" - politische Mythen, Ikonen und die Dekonstruktion des Erinnerungsortes 1968 im Spiegel biographischer Literatur","Neubauer-Petzoldt, Ruth",Verfasser,unknown
1096750090,Anhalter Bahnhof – Studentenbewegung – Geschichtsdurchquerung,"Prinz, Kirsten",Verfasser,unknown
1258370875,(Brief an die Studentenbewegung »Students for Federal World Government«),"Mann, Thomas",Verfasser,unknown
1224681576,Das kleine 68: Proteste von Medizinstudenten in Frankfurt am Main um 1968,"Benzenhöfer, Udo",Verfasser,(DE-588)115875697; https://d-nb.info/gnd/115875697; (DE-101)115875697
1043864962,Die 68er Bewegung,"Gilcher-Holtey, Ingrid",Verfasser,(DE-588)11100618X; https://d-nb.info/gnd/11100618X; (DE-101)11100618X
1014554942,Die 68er im Spiegel ihrer Kinder,"Löwer, Ingrid",Verfasser,(DE-588)1016255527; https://d-nb.info/gnd/1016255527; (DE-101)1016255527
1052091822,Die 68er und die Medizin,"Forsbach, Ralf",Verfasser,(DE-588)132554887; https://d-nb.info/gnd/132554887; (DE-101)132554887
996984038,Die 68er und die Medizin,"Forsbach, Ralf",Verfasser,(DE-588)132554887; https://d-nb.info/gnd/132554887; (DE-101)132554887
1010847333,Die Studentenbewegung in Amerika und Deutschland,"Mewes, Jannis",Verfasser,unknown
1179709063,Die Studentenbewegung in Amerika und Deutschland,"Mewes, Jannis",Verfasser,unknown
1016237332,Dutschkes Deutschland,"Fichter, Tilman",Verfasser,(DE-588)12200048X; https://d-nb.info/gnd/12200048X; (DE-101)12200048X
1009334530,Dutschkes Deutschland,"Fichter, Tilman",Verfasser,(DE-588)12200048X; https://d-nb.info/gnd/12200048X; (DE-101)12200048X
1011971259,Einmischungen,unknown,unknown,unknown
1014471117,Günter Wallraffs literarische Entwicklung im Kontext der Studentenbewegung,"Grönke, Nico",Verfasser,unknown
1188201166,Günter Wallraffs literarische Entwicklung im Kontext der Studentenbewegung,"Grönke, Nico",Verfasser,unknown
1290272727,Guntram von Schenck,"Schenck, Guntram von",Verfasser,(DE-588)101540457X; https://d-nb.info/gnd/101540457X; (DE-101)101540457X
1262984645,Joachim Scharloth: 1968. Eine Kommunikationsgeschichte,"Hoffmann, Stefan",Verfasser,unknown
1010501003,Kriegskinder und Wohlstandskinder,"André, Thomas",Verfasser,unknown
1009851918,Marsch durch die Institutionen?,"Kittel, Manfred",Verfasser,(DE-588)131995596; https://d-nb.info/gnd/131995596; (DE-101)131995596
1042382956,Memories of 1968,unknown,unknown,unknown
1018019499,RAF Liebe - Die Ermittlungsgruppe Roman Kaminski,"Haarlen, Marinella Charlotte van ten",Verfasser,(DE-588)1018230084; https://d-nb.info/gnd/1018230084; (DE-101)1018230084
1018019472,RAF Liebe Sammelband,"Haarlen, Marinella Charlotte van ten",Verfasser,(DE-588)1018230084; https://d-nb.info/gnd/1018230084; (DE-101)1018230084
1011630931,"Rote Fahnen, rote Lippen","Brentzel, Marianne",Verfasser,(DE-588)11553301X; https://d-nb.info/gnd/11553301X; (DE-101)11553301X
1009780093,"""Rote Universität""","Kanzleiter, Boris",Verfasser,(DE-588)115455175; https://d-nb.info/gnd/115455175; (DE-101)115455175
1011688948,Und wir bewegen uns noch,"Foltin, Robert",Verfasser,(DE-588)118065181; https://d-nb.info/gnd/118065181; (DE-101)118065181
986859478,Wölfe im Frühling,"Jurić, Mijo",Verfasser,(DE-588)1012028119; https://d-nb.info/gnd/1012028119; (DE-101)1012028119
1002585074,1968 und die Religionspädagogik,unknown,unknown,unknown
1052092047,"Das Jahr 1968 – Ereignis, Symbol, Chiffre",unknown,unknown,unknown
1006642641,"Das Jahr 1968 - Ereignis, Symbol, Chiffre",unknown,unknown,unknown
117961710X,Die 68er Studentenrevolte,"Rüegg, Benjamin",Verfasser,unknown
116076624X,Die Bedeutung der Jahre 1968 und 1981 für die Bundeswehr,"Dörfler-Dierken, Angelika",Verfasser,(DE-588)113099886; https://d-nb.info/gnd/113099886; (DE-101)113099886
1007251646,Die Bedeutung der Jahre 1968 und 1981 für die Bundeswehr,"Dörfler-Dierken, Angelika",Verfasser,(DE-588)113099886; https://d-nb.info/gnd/113099886; (DE-101)113099886
100684645X,Die deutsche Studentenbewegung der 1960er Jahre,"Uhlig, Alexander",Verfasser,unknown
1181642620,Die deutsche Studentenbewegung der 1960er Jahre,"Uhlig, Alexander",Verfasser,unknown
1002352754,Die inszenierte Revolte,"Horvath, Peter",Verfasser,(DE-588)142286540; https://d-nb.info/gnd/142286540; (DE-101)142286540
1179618084,Die Propaganda der Tat,"Edler, Jonas",Verfasser,unknown
1074528352,Die Studentenbewegung 1968 - Eine Revolution?,"Wedler, Florian",Verfasser,unknown
998419664,Entkorkte Flaschenpost,"Voigts, Hanning",Verfasser,unknown
1008361372,Führte der Tod Benno Ohnesorgs zu einer Radikalisierung der Studentenbewegung?,"Lotz, Manfred",Verfasser,unknown
1247628744,Führte der Tod Benno Ohnesorgs zu einer Radikalisierung der Studentenbewegung?,"Lotz, Manfred",Verfasser,unknown
1037923030,Ida,"Plessen, Elisabeth",Verfasser,(DE-588)119137542; https://d-nb.info/gnd/119137542; (DE-101)119137542
100230556X,Ida,"Plessen, Elisabeth",Verfasser,(DE-588)119137542; https://d-nb.info/gnd/119137542; (DE-101)119137542
1001622863,... kein polnischer Staatsbürger,"Korb, Viktoria",Verfasser,(DE-588)109388267; https://d-nb.info/gnd/109388267; (DE-101)109388267
1006541047,Konfrontationen,"Meschkat, Klaus",Verfasser,(DE-588)106014714; https://d-nb.info/gnd/106014714; (DE-101)106014714
1002470315,Memories of 1968,unknown,unknown,unknown
1018019480,RAF Liebe- Die Ermittlungsgruppe Roman Kaminski,"Haarlen, Marinella Charlotte van ten",Verfasser,(DE-588)1018230084; https://d-nb.info/gnd/1018230084; (DE-101)1018230084
999405055,Uni brennt,unknown,unknown,unknown
1009440977,Uni brennt,unknown,unknown,unknown
1001501934,Unidämmerung,unknown,unknown,unknown
1018055800,Università e nazionalismi,unknown,unknown,unknown
1191522717,Universität Adieu!? Abschiedsvorlesung vom 15. Juli 2008 an der LMU München,"Keupp, Heiner",Verfasser,unknown
1005444560,Unser Kampf '68,"Aly, Götz",Verfasser,(DE-588)115766065; https://d-nb.info/gnd/115766065; (DE-101)115766065
1022331787,Vom Hörsaal auf die Anklagebank,"Kraft, Sandra",Verfasser,(DE-588)137627157; https://d-nb.info/gnd/137627157; (DE-101)137627157
1003246206,Vom Hörsaal auf die Anklagebank,"Kraft, Sandra",Verfasser,(DE-588)137627157; https://d-nb.info/gnd/137627157; (DE-101)137627157
1004203918,Von Adorno zu Mao,"Benicke, Jens",Verfasser,(DE-588)102392577X; https://d-nb.info/gnd/102392577X; (DE-101)102392577X
998985783,"Von der ""Ordinarienuniversität"" zur ""Revolutionszentrale""?","Rohstock, Anne",Verfasser,(DE-588)141258365; https://d-nb.info/gnd/141258365; (DE-101)141258365
1108617832,"Von der ""Ordinarienuniversität"" zur ""Revolutionszentrale""?","Rohstock, Anne",Verfasser,(DE-588)141258365; https://d-nb.info/gnd/141258365; (DE-101)141258365
998414328,Zeit der Verheißungen,"Anam, Tahmima",Verfasser,(DE-588)140902597; https://d-nb.info/gnd/140902597; (DE-101)140902597
994942419,"Brecht dem Schütz die Gräten, alle Macht den Räten","Allmendinger, Björn",Verfasser,(DE-588)1145192599; https://d-nb.info/gnd/1145192599; (DE-101)1145192599
1192185099,Das Trauma von '1968': liberale Hochschullehrer in Westdeutschland und Frankreich,"Bavaj, Riccardo",Verfasser,(DE-588)128368926; https://d-nb.info/gnd/128368926; (DE-101)128368926
1006679723,Der Einfluss der Studentenbewegung Ende der 60er Jahre in der Bundesrepublik Deutschland auf die Entstehung linksrevolutionärer Terrororganisationen,"Grezlikowski, Marc",Verfasser,unknown
1247627411,Der Einfluss der Studentenbewegung Ende der 60er Jahre in der Bundesrepublik Deutschland auf die Entstehung linksrevolutionärer Terrororganisationen,"Grezlikowski, Marc",Verfasser,unknown
999021435,Die 60er-Jahre,unknown,unknown,unknown
995124035,Die 68er-Revolte im Werk von Uwe Timm,"Weisz, Sabine",Verfasser,unknown
996917888,Die Provinz in Bewegung,"Nagel, Katja",Verfasser,(DE-588)139692932; https://d-nb.info/gnd/139692932; (DE-101)139692932
1006318224,Die Studentenbewegung der 1960er Jahre in Deutschland,"Heise, Nina ",Verfasser,unknown
1261443594,Die Studentenbewegung und die Frankfurter Schule,"Staber, Anja",Verfasser,unknown
100678991X,Die Studentenbewegung und die Frankfurter Schule,"Staber, Anja",Verfasser,unknown
118637246X,Die Studentenbewegung und die Medien,"Hühnerfuß, Bianca",Verfasser,unknown
1006726810,Die Studentenbewegung und die Medien,"Hühnerfuß, Bianca",Verfasser,unknown
1186384808,"Die Werte der ""Kulturrevolution"" um 1970","Gluesen, Bjoern",Verfasser,unknown
1125455454,Die Zeit der Studentenbewegung (1967-1970),"Deissler, Hans Herbert",Verfasser,unknown
1190993406,Društvo u pokretu: novi društveni pokreti u Jugoslaviji od 1968. do danas,"Tomić, Đorđe",Herausgeber,(DE-588)1069006785; https://d-nb.info/gnd/1069006785; (DE-101)1069006785
992369266,Georg Lukács und 1968,unknown,unknown,unknown
