idn,titel,author,rela,gnd
951063545,Das Wartburgfest,"Asmus, Helmut",Verfasser,(DE-588)132783630; https://d-nb.info/gnd/132783630; (DE-101)132783630
946198977,Die Reise,"Vesper, Bernward",Verfasser,(DE-588)118626728; https://d-nb.info/gnd/118626728; (DE-101)118626728
953427102,Il padiglione di giada,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
943733251,Ortswechsel,"Lodge, David",Verfasser,(DE-588)118915185; https://d-nb.info/gnd/118915185; (DE-101)118915185
944042066,Ortswechsel,"Lodge, David",Verfasser,(DE-588)118915185; https://d-nb.info/gnd/118915185; (DE-101)118915185
1191644162,Peter Brückner: vorgestellt von Almuth Bruder-Bezzel und Klaus-Jürgen Bruder,"Bruder-Bezzel, Almuth",Verfasser,unknown
943164303,Verschollen in Shanghai,"Clifford, Nicholas R.",Verfasser,unknown
942908511,Der Jade-Pavillon,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
942930665,Die 68er,unknown,unknown,unknown
940107937,Die Wahrheit der Träume,unknown,unknown,unknown
945872313,Le pavillon de jade,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
941432734,"""Leben die Bücher bald?""",unknown,unknown,unknown
940532174,Zur kommunistischen Sinisierung der Inneren Mongolei,"Temcheltu, Sibchod",Verfasser,unknown
940148080,"1968, Literatur in der antiautoritären Bewegung","Briegleb, Klaus",Verfasser,(DE-588)118515314; https://d-nb.info/gnd/118515314; (DE-101)118515314
931602866,Aufbruch im Revier,"Kozicki, Norbert",Verfasser,(DE-588)112302726; https://d-nb.info/gnd/112302726; (DE-101)112302726
931896355,Der Jadepavillon,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
944352243,Der Platz des himmlischen Friedens,"Bell, William",Verfasser,(DE-588)123218985; https://d-nb.info/gnd/123218985; (DE-101)123218985
931226473,Die bewegenden Intellektuellen und der Staat,"Kim, Jae-Kyung",Verfasser,(DE-588)172535190; https://d-nb.info/gnd/172535190; (DE-101)172535190
931105285,Die Studentenbewegung der sechziger Jahre: Schwerpunkt Österreich,unknown,unknown,unknown
931105307,Die Studentenbewegung der sechziger Jahre: Schwerpunkt Österreich,unknown,unknown,unknown
942508432,Dienstjubiläum einer Revolte,unknown,unknown,unknown
930930142,Ein langer Marsch,unknown,unknown,unknown
931373441,Kinder des Systems,unknown,unknown,unknown
953434206,Le pavillon de jade,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
941575748,PENG,"Hübsch, Hadayatullah",Verfasser,(DE-588)119057255; https://d-nb.info/gnd/119057255; (DE-101)119057255
947192891,Prag - Berlin - Paris - 1968,unknown,unknown,unknown
930244451,Zwischen Aufbruch und Wende,"Schmidt, Ulrich",Verfasser,unknown
920811345,Darstellungsfiguren deutschen Demokratieverständnisses,"Schwiers, Gisela",Verfasser,unknown
930073231,Der Jade-Pavillon,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
921294778,Die Studentenproteste von 1967/68 im Spiegel der Münchner Presse,"Renz, Andreas",Verfasser,unknown
921301642,Dienstjubiläum einer Revolte,unknown,unknown,unknown
920103715,Politisierung der Literatur - Ästhetisierung der Politik,"Hubert, Martin",Verfasser,unknown
920693156,"""Student kommt von studieren!""","Zoitl, Helge",Verfasser,unknown
911426426,"""Student unrest""","Müller, Lothar",Verfasser,unknown
1019673362,Aktivismus und moralischer Rigorismus,"Voigt, Lothar",Verfasser,unknown
910613117,Aktivismus und moralischer Rigorismus,"Voigt, Lothar",Verfasser,unknown
920055737,Der Jade-Pavillon,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
920199291,Der Jade-Pavillon,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
910711658,"""Es muss alles anders werden, wurscht was!""","Waldmann, Sabine",Verfasser,unknown
921089546,Geschichte ist machbar,"Dutschke, Rudi",Verfasser,(DE-588)118528327; https://d-nb.info/gnd/118528327; (DE-101)118528327
930880544,Młodzież Berlina zachodniego,"Sakson, Andrzej",Verfasser,(DE-588)103516271; https://d-nb.info/gnd/103516271; (DE-101)103516271
901379670,"""... und die Studenten freuen sich!""","Hildebrandt, Dietrich",Verfasser,(DE-588)107693577X; https://d-nb.info/gnd/107693577X; (DE-101)107693577X
920059147,Wie alles anfing,"Baumann, Michael",Verfasser,(DE-588)118507516; https://d-nb.info/gnd/118507516; (DE-101)118507516
900835818,Der poetische Mensch im Schatten der Utopie,"Prinz, Alois",Verfasser,(DE-588)115760318; https://d-nb.info/gnd/115760318; (DE-101)115760318
910207836,Der uneingelöste Bildungsanspruch,"Burisch, Wolfram",Verfasser,(DE-588)121520609; https://d-nb.info/gnd/121520609; (DE-101)121520609
910183406,Von Marsmenschen und Superbirnen,unknown,unknown,unknown
1198109599,Abschaffung der Geisteswissenschaften? Standortbestimmung im aktuellen Streit zwischen Politik und Hochschulen,"Herrmann, Hans Peter",Verfasser,(DE-588)12180741X; https://d-nb.info/gnd/12180741X; (DE-101)12180741X
890937362,Aufstand im Schlaraffenland,"Horx, Matthias",Verfasser,(DE-588)120530716; https://d-nb.info/gnd/120530716; (DE-101)120530716
890523118,Darstellungen und Quellen zur Geschichte der deutschen Einheitsbewegung im neunzehnten und zwanzigsten Jahrhundert,unknown,unknown,unknown
207770905,"Gebt uns Demokratie oder gebt uns den Tod""",unknown,unknown,unknown
1191303500,"Psychologiekritik - Berufspraxis 1968-88: Kongreß ""Ana-Kata-Mnese"" in Gießen 6.-8.5.1988",unknown,unknown,unknown
891530649,Radikalisierte Aufklärung,unknown,unknown,unknown
890897689,Rebellische Subjektivität und Internationalismus,"Juchler, Ingo",Verfasser,(DE-588)112787061; https://d-nb.info/gnd/112787061; (DE-101)112787061
1191572102,Wandlungen deutscher Kultur seit der Nachkriegszeit: zur Einführung,"Lipp, Wolfgang",Verfasser,unknown
1298594111,Xinwen daobao : der Nachrichtenbote der Pekinger Studentenbewegung am Vorabend des 4. Juni ; Dokumente und Kommentar,"Herrmann-Pillath, Carsten",Verfasser,(DE-588)120965275; https://d-nb.info/gnd/120965275; (DE-101)120965275
891567054,"Xinwen-daobao: der ""Nachrichtenbote"" der Pekinger Studentenbewegung am Vorabend des 4. Juni","Herrmann-Pillath, Carsten",Verfasser,(DE-588)120965275; https://d-nb.info/gnd/120965275; (DE-101)120965275
900149035,Zur Rolle der internationalen Jugend- und Studentenbewegung in den Auseinandersetzungen um Krieg und Frieden in den 80er [achtziger] Jahren des 20. Jahrhunderts,"Willerding, Hans-Joachim",Verfasser,unknown
880601787,1968 - 1988 [Neunzehnhundertachtundsechzig bis neunzehnhundertachtundachtzig]: eine Pädagogen-Generation zieht Bilanz,unknown,unknown,unknown
890014191,1968,"Mohr, Reinhard",Verfasser,(DE-588)124940056; https://d-nb.info/gnd/124940056; (DE-101)124940056
900113049,Aufbruch zum Proletariat,unknown,unknown,unknown
880814764,Die 68er,unknown,unknown,unknown
890003572,Die Früchte der Revolte,unknown,unknown,unknown
890697507,Die Studentenbewegung als Thema der Literatur der BRD,"Talarczyk, Andrzej",Verfasser,unknown
880659068,Die Tränen der Revolution,"Bieling, Rainer",Verfasser,(DE-588)1217620273; https://d-nb.info/gnd/1217620273; (DE-101)1217620273
881473855,Die vergessenen Ziele,"Pevny, Wilhelm",Verfasser,(DE-588)108109941; https://d-nb.info/gnd/108109941; (DE-101)108109941
881313297,Von Marx zu Dieter Hoeness,unknown,unknown,unknown
881105554,"Was wir wollten, was wir wurden","Mosler, Peter",Verfasser,(DE-588)137073682; https://d-nb.info/gnd/137073682; (DE-101)137073682
880248777,Wie der Stein ins Rollen kam,"Brandes, Volkhard",Verfasser,(DE-588)118832905; https://d-nb.info/gnd/118832905; (DE-101)118832905
900074825,"Zur Auseinandersetzung mit philosophischen Auffassungen linksradikaler Vertreter der ""antiautoritären"" Studentenbewegung in der BRD und in Westberlin in den 60er [sechziger] Jahren","Gottstein, Norbert",Verfasser,unknown
871167042,Das Ende der Gleichgültigkeit,unknown,unknown,unknown
870669583,Der Kampf der Studenten und Schüler in Frankreich,"Schwarz, Peter",Verfasser,unknown
1192182693,Individuum und Weltanschauung: ein Beitrag zur psychoanalytischen Massenpsychologie,"Leithäuser, Thomas",Verfasser,unknown
206429266,"La lutte des étudiants et des lycéens, novembre-décembre 1986","Schwarz, Peter",Verfasser,unknown
870572814,Mai 68 [achtundsechzig] im französischen Roman,"Eichelberg, Ingrid",Verfasser,unknown
210639628,"Studentenbewegung, Psychoszene, Bhagwan","Helling, Dora",Verfasser,unknown
880036869,Von der APO zum Opa,"Sesselmann, Matthias",Verfasser,(DE-588)118827782; https://d-nb.info/gnd/118827782; (DE-101)118827782
871037394,"Wir haben sie so geliebt, die Revolution",unknown,unknown,unknown
1191657949,Zur Funktion der Familie nach 1945 oder: Imaginationen in einer Institution,"Modelmog, Ilse",Verfasser,unknown
870554085,"Die Herausbildung der Jugend- und Studentenbewegung in Südjemen und ihr Kampf für nationale und soziale Befreiung nach dem zweiten Weltkrieg bis zur Gründung des ""Jemenitischen Demokratischen Jugendverbandes"" (ASHEED) im Jahre 1973","Basurrah, Saleh Ali Omer",Verfasser,unknown
860951863,Die Republik frisst ihre Kinder,"Enderwitz, Ulrich",Verfasser,(DE-588)119410818; https://d-nb.info/gnd/119410818; (DE-101)119410818
881500127,Die sozialistischen Studenten Wiens 1927 - 1938,"Speiser, Wolfgang",Verfasser,(DE-588)117482927; https://d-nb.info/gnd/117482927; (DE-101)117482927
943404800,Von der Studentenbewegung zur Ökopax-Bewegung,"Veen, Hans-Joachim",Verfasser,(DE-588)107921766; https://d-nb.info/gnd/107921766; (DE-101)107921766
860117510,Das Kleidungsverhalten jugendlicher Protestgruppen in Deutschland im 20. Jahrhundert,"Grob, Marion",Verfasser,unknown
850846471,Die 68er,"Welzig, Elisabeth",Verfasser,(DE-588)121043541; https://d-nb.info/gnd/121043541; (DE-101)121043541
850663717,Die Ideologieentwicklung in der deutschen Studentenbewegung,"Weiss, Hilde",Verfasser,(DE-588)124966969; https://d-nb.info/gnd/124966969; (DE-101)124966969
1192020529,Die Psychologiekritik der Studentenbewegung,"Mattes, Peter",Verfasser,(DE-588)1214467822; https://d-nb.info/gnd/1214467822; (DE-101)1214467822
850780357,Jugendbewegungen im Ostblock,"Révész, László",Verfasser,(DE-588)137536054; https://d-nb.info/gnd/137536054; (DE-101)137536054
850830656,Still crazy after all these years?,unknown,unknown,unknown
850541476,Universitäten und Studentenbewegung in Russland im Zeitalter der grossen Reformen 1855 - 1881,"Brim, Sadek",Verfasser,unknown
850386055,Von der Rebellion zum Märchen,"Kayser, Ruth",Verfasser,unknown
841066353,Von der Studentenbewegung ins Gemeindepfarramt,"Przybylski, Hartmut",Verfasser,(DE-588)132088444; https://d-nb.info/gnd/132088444; (DE-101)132088444
840765665,Analysen zum Terrorismus,unknown,unknown,unknown
1191569411,Die Alternativbewegung: Entwicklung und Einschätzung,"Hollstein, Walter",Verfasser,unknown
850692776,Die Politik der gewerkschaftlichen Orientierung und die Entwicklung der Studentenbewegung in den 70er [siebziger] Jahren in der BRD,"Eifler, Christine",Verfasser,(DE-588)1066233438; https://d-nb.info/gnd/1066233438; (DE-101)1066233438
901066281,Georg von Hertlings Rolle im Aufbruch der katholischen Studentenbewegung 1848 - 1863,"Becker, Winfried",Verfasser,(DE-588)130533092; https://d-nb.info/gnd/130533092; (DE-101)130533092
850680247,"Sehnsucht nach Sinnlichkeit: eine Untersuchung der theoretischen Ergebnisse von Studentenbewegung und Kulturrevolution und zu den Versuchen, diese in Literatur umzusetzen","Adam, Werner",Verfasser,unknown
891626948,Soziale Bewegung und Wertwandel in Österreich,"Giller, Joachim",Verfasser,unknown
1191569403,Sympathie mit der Unreife: die Rolle der Jugend im politischen Denken Peter Brückners,"Bruder-Bezzel, Almuth",Verfasser,unknown
850690285,Was bleibt von Marx?,unknown,unknown,unknown
830753702,Die Revolte,"Dutschke, Rudi",Verfasser,(DE-588)118528327; https://d-nb.info/gnd/118528327; (DE-101)118528327
840972822,Die Studentenbewegung der 60er [sechziger] Jahre in den USA und der BRD,"Schallwig, Ulrich",Verfasser,unknown
831015462,Ohne Subjektivität,"Lampe, Gerhard",Verfasser,(DE-588)142033642; https://d-nb.info/gnd/142033642; (DE-101)142033642
830173226,1958 [Nineteen hundred and fifty-eight] hooligans and 1968 students: one generation and two rebellions,"Fischer-Kowalski, Marina",Verfasser,(DE-588)128470763; https://d-nb.info/gnd/128470763; (DE-101)128470763
840129793,Alternativbewegungen - Protest,"Müller-Lankow, Brigitte",Verfasser,(DE-588)1158798776; https://d-nb.info/gnd/1158798776; (DE-101)1158798776
830511466,Politisch-ideologische und strategisch-taktische Grundpositionen der demokratischen Studentenbewegung in den USA in den sechziger Jahren,"Schorcht, Heidrun",Verfasser,unknown
821094041,Sartre in Stammheim,"Holthusen, Hans Egon",Verfasser,(DE-588)118706675; https://d-nb.info/gnd/118706675; (DE-101)118706675
820840076,"Sozialdemokratische Hochschulpolitik, Ordinarienuniversität und Studentenbewegung","Hübner, Horst",Verfasser,(DE-588)137346891; https://d-nb.info/gnd/137346891; (DE-101)137346891
821030973,Vom Ostermarsch zur APO,"Otto, Karl A.",Verfasser,(DE-588)128510498; https://d-nb.info/gnd/128510498; (DE-101)128510498
820417467,"Was wir wollten, was wir wurden","Mosler, Peter",Verfasser,(DE-588)137073682; https://d-nb.info/gnd/137073682; (DE-101)137073682
810968398,Antiautoritäre Erziehung,"Masthoff, Regine",Verfasser,unknown
830109242,Chaos,"Pasolini, Pier Paolo",Verfasser,(DE-588)118591908; https://d-nb.info/gnd/118591908; (DE-101)118591908
810937565,Die entschiedene Jugend,"Linse, Ulrich",Verfasser,(DE-588)107574314; https://d-nb.info/gnd/107574314; (DE-101)107574314
820056847,Die Eroberung des Landtages von der Seeseite oder: Das Ende der Musterknaben-Disziplin,"Koch, Walter",Verfasser,unknown
830443681,"Ich will Wahrheit, ich will Freiheit, ich will Verantwortung","Bausenhart, Guido",Verfasser,(DE-588)121612716; https://d-nb.info/gnd/121612716; (DE-101)121612716
810347202,Kleine politische Schriften,"Habermas, Jürgen",Verfasser,(DE-588)118544209; https://d-nb.info/gnd/118544209; (DE-101)118544209
810453754,"""Und eines Tages merkte ich, ich war nicht mehr ich selber, ich war ja mein Mann""","Diederich, Ellen",Verfasser,(DE-588)118525298; https://d-nb.info/gnd/118525298; (DE-101)118525298
1192022793,Zentralisierung und Individualisierung: einige Überlegungen zur Machtbalance zwischen Regierenden und Regierten,"Korte, Hermann",Verfasser,unknown
840264844,Deutschland droht die Anarchie,"Schoeps, Hans-Joachim",Verfasser,(DE-588)118758985; https://d-nb.info/gnd/118758985; (DE-101)118758985
800083504,Provokationen,unknown,unknown,unknown
820455210,Vom Ostermarsch zur APO,"Otto, Karl A.",Verfasser,(DE-588)128510498; https://d-nb.info/gnd/128510498; (DE-101)128510498
850758602,Die Literatur und Ästhetik der Studentenbewegung (1967 - 73),"Leise, Werner",Verfasser,unknown
800963164,Hochschuldidaktische Konzepte der Studentenbewegung,"Huber, Arno",Verfasser,unknown
801008247,Juso-Hochschulgruppen,"Meng, Richard",Verfasser,(DE-588)1049615581; https://d-nb.info/gnd/1049615581; (DE-101)1049615581
800147162,Politik zwischen Kopf und Bauch,"Lehnardt, Karl-Heinz",Verfasser,(DE-588)108975088; https://d-nb.info/gnd/108975088; (DE-101)108975088
810117746,Politik zwischen Kopf und Bauch,"Lehnardt, Karl-Heinz",Verfasser,(DE-588)108975088; https://d-nb.info/gnd/108975088; (DE-101)108975088
800252713,Sackgassen und Irrwege,unknown,unknown,unknown
800148886,"Studentenbewegung, und was danach?",unknown,unknown,unknown
801057361,Studentenrevolte und Marxismus,"Vossberg, Henning",Verfasser,unknown
1186849568,Notes on an emerging field in historical research,"Reuband, Karl-Heinz",Verfasser,unknown
780637879,"Demokratische Studentenbewegung in den USA, der BRD, Frankreich und Grossbritannien",unknown,unknown,unknown
780184734,Der Streik,unknown,unknown,unknown
971175543,Die Eroberung des Landtages von der Seeseite oder das Ende der Musterknabendisziplin,"Koch, Walter",Verfasser,unknown
971551677,La rebelión de la juventud,"Mehnert, Klaus",Verfasser,(DE-588)118579959; https://d-nb.info/gnd/118579959; (DE-101)118579959
950457507,Sozialistische Reihe,unknown,unknown,unknown
201664917,und kein bißchen heiser,unknown,unknown,unknown
354140728,... und kein bisschen heiser,unknown,unknown,unknown
770397700,2. [Zweiter] Juni 1967 [neunzehnhundertsiebenundsechzig] und die Studentenbewegung heute,unknown,unknown,unknown
780157133,Die Studenten-Bewegung und ihre Folgen,"Göbel, Uwe",Verfasser,(DE-588)17046976X; https://d-nb.info/gnd/17046976X; (DE-101)17046976X
780125142,Die Studentenbewegung der sechziger Jahre in der Bundesrepublik und Westberlin,"Bauss, Gerhard",Verfasser,unknown
1248776143,Einundzwanzig: Bewegung - Studentenbewegung. Vom Leben auf dem Stuhle. Beiträge zur Geschichte der Studentenbewegung u.a.m.,unknown,unknown,unknown
770350615,Literatur und Studentenbewegung,unknown,unknown,unknown
770706878,Studentenbewegung 1967 - 69,unknown,unknown,unknown
1114677299,Studentenbewegung 1967-69,unknown,unknown,unknown
800223152,Studentenseele,"Marks, Stephan",Verfasser,(DE-588)121281000; https://d-nb.info/gnd/121281000; (DE-101)121281000
1008947539,Twilight of the young,"Mehnert, Klaus",Verfasser,(DE-588)118579959; https://d-nb.info/gnd/118579959; (DE-101)118579959
780013352,Universität und Gesellschaft in Lateinamerika,"Gamarra-Romero, Juan-Manuel",Verfasser,(DE-588)1063826047; https://d-nb.info/gnd/1063826047; (DE-101)1063826047
800518373,Zur Strategie der Studentenbewegung und den Möglichkeiten alternativer Politik in der BRD,unknown,unknown,unknown
770690254,Die studentische Linke in Japan,"Voss, Friedrich",Verfasser,(DE-588)122384156; https://d-nb.info/gnd/122384156; (DE-101)122384156
760401624,Hemmschuh für die Studentenbewegung,unknown,unknown,unknown
1191908119,Psychologie und ihre Praxis: Materialien zur Geschichte und Funktion einer Einzelwissenschaft in der Bundesrepublik,"Maikowski, Rainer",Verfasser,(DE-588)142802417; https://d-nb.info/gnd/142802417; (DE-101)142802417
780329988,Wir kommen,unknown,unknown,unknown
760128855,Klassenbegriff und Praxisverfall in der neuen Linken,"Eisenhardt, Hermann",Verfasser,unknown
015172643,Scandalon,unknown,unknown,unknown
950458260,Sozialistische Reihe,unknown,unknown,unknown
206626290,Staat und Gewalt: neuer Faschismus?,unknown,unknown,unknown
760059004,Student und Klassenkampf,"Kukuck, Margareth",Verfasser,unknown
1196006199,Wirklichkeit und Ideologie,"Herrmann, Hans Peter",Verfasser,(DE-588)12180741X; https://d-nb.info/gnd/12180741X; (DE-101)12180741X
1204826145,Wirklichkeit und Ideologie,"Herrmann, Hans Peter",Verfasser,(DE-588)12180741X; https://d-nb.info/gnd/12180741X; (DE-101)12180741X
760674809,Die Studentenbewegung an der Ruhr-Universität Bochum vom Wintersemester 1965/66 bis zum Sommersemester 1971,"Rieser, Daniel",Verfasser,(DE-588)172346479; https://d-nb.info/gnd/172346479; (DE-101)172346479
760464472,"Grundzüge der gegenwärtigen Hochschul- und Studentenpolitik der herrschenden Klasse und der Studentenbewegung in den USA, in Grossbritannien, Frankreich und in der BRD",unknown,unknown,unknown
750010703,Wissenschaftskritik und sozialistische Praxis,unknown,unknown,unknown
760648190,Die antiimperialistische Studentenbewegung Ende der sechziger Jahre in der BRD und Westberlin und ihr Verhältnis zur Arbeiterbewegung,"Kapson, Horst",Verfasser,unknown
780018508,Wissenschaftskritik und sozialistische Praxis,unknown,unknown,unknown
364423579,Zur demokratischen Studentenbewegung in den imperialistischen Staaten Europas,"Nast, Manfred",Verfasser,unknown
994522665,CIOS,unknown,unknown,unknown
456657193,Freie Universität und politisches Potential der Studenten,unknown,unknown,unknown
012079863,Informationsdienst / Pax Romana - Internationale Bewegung Katholischer Studenten ; Internationale Bewegung Katholischer Akademiker,unknown,unknown,unknown
457765712,Parlamentarismusdebatte,unknown,unknown,unknown
012720046,Diskus,unknown,unknown,unknown
012079871,Pax-Romana-Nachrichten,unknown,unknown,unknown
481915435,Die gesellschaftspolitische Rolle der Studentenbewegung an den großrussischen Universitäten seit 1861,"Kiss, Gábor",Verfasser,(DE-588)172187400; https://d-nb.info/gnd/172187400; (DE-101)172187400
012741450,Nachrichten von den Vereinten Nationen und den Sonderorganisationen,unknown,unknown,unknown
1340331446,"Russische Sozialdemokraten in Berlin, 1895–1914","Brachmann, Botho",Verfasser,(DE-588)104930918; https://d-nb.info/gnd/104930918; (DE-101)104930918
450578313,Russische Sozialdemokraten in Berlin 1895 - 1914,"Brachmann, Botho",Verfasser,(DE-588)104930918; https://d-nb.info/gnd/104930918; (DE-101)104930918
1324357436,"Russische Sozialdemokraten in Berlin, 1895–1914","Brachmann, Botho",Verfasser,(DE-588)104930918; https://d-nb.info/gnd/104930918; (DE-101)104930918
012207047,"Jahresbericht / ISSF, Internationaler Studentenbund, Studentenbewegung für Übernationale Föderation e.V.",unknown,unknown,unknown
01207974X,Pax Romana journal,unknown,unknown,unknown
453535895,Nationalismus und europäische Einigung,unknown,unknown,unknown
454942958,Studenten arbeiten für Europa,unknown,unknown,unknown
013624997,Bulletin de liaison,unknown,unknown,unknown
010022341,Diskus,unknown,unknown,unknown
012185930,ISSF-Informationen,unknown,unknown,unknown
575430729,Die britische Studentenbewegung,"Prager, Tedy",Verfasser,(DE-588)12666806X; https://d-nb.info/gnd/12666806X; (DE-101)12666806X
451708180,Menschenwege und Gotteswege im Studentenleben,"Gruner, Paul",Verfasser,(DE-588)116900571; https://d-nb.info/gnd/116900571; (DE-101)116900571
580410420,Das Evangelium im Weltanschauungskampf der Gegenwart,"Köberle, Adolf",Verfasser,(DE-588)118564161; https://d-nb.info/gnd/118564161; (DE-101)118564161
362875375,Das Recht und Amt des Laien in der Kirche,"Thadden-Trieglaff, Reinold von",Verfasser,(DE-588)118642723; https://d-nb.info/gnd/118642723; (DE-101)118642723
362593728,Geistesleitung,"Schick, Erich",Verfasser,(DE-588)128739983; https://d-nb.info/gnd/128739983; (DE-101)128739983
36288059X,Schuld und Schicksal,"Thielicke, Helmut",Verfasser,(DE-588)118621947; https://d-nb.info/gnd/118621947; (DE-101)118621947
580410412,Das Evangelium im Weltanschauungskampf der Gegenwart,"Köberle, Adolf",Verfasser,(DE-588)118564161; https://d-nb.info/gnd/118564161; (DE-101)118564161
362638586,Die Christusschau des Johannesevangeliums,"Schneider, Johannes Ferdinand",Verfasser,(DE-588)1015479332; https://d-nb.info/gnd/1015479332; (DE-101)1015479332
362088276,Vom rechten Verständnis der christlichen Freiheit und von der Bewährung dieser Freiheit im bürgerlichen Leben,"Quervain, Alfred de",Verfasser,(DE-588)118597310; https://d-nb.info/gnd/118597310; (DE-101)118597310
1169427839,Wahrheit und Wirklichkeit der Kirche,unknown,unknown,unknown
36259371X,Der Christ als Seelsorger,"Schick, Erich",Verfasser,(DE-588)128739983; https://d-nb.info/gnd/128739983; (DE-101)128739983
362611505,Der Gekreuzigte spricht,"Schlink, Edmund",Verfasser,(DE-588)118759426; https://d-nb.info/gnd/118759426; (DE-101)118759426
58077712X,Luther und die Kirche,"Müller, Eberhard",Verfasser,(DE-588)118737384; https://d-nb.info/gnd/118737384; (DE-101)118737384
362593809,Seelsorge an der eigenen Seele,"Schick, Erich",Verfasser,(DE-588)128739983; https://d-nb.info/gnd/128739983; (DE-101)128739983
579800091,Von der Nachfolge Jesu Christi im bewußten Glauben,"Fendt, Leonhard",Verfasser,(DE-588)116462744; https://d-nb.info/gnd/116462744; (DE-101)116462744
362906416,Von der Übung des Gehorsams,"Trillhaas, Wolfgang",Verfasser,(DE-588)118623931; https://d-nb.info/gnd/118623931; (DE-101)118623931
580575403,Christus im deutschen Schicksal,"Lilje, Hanns",Verfasser,(DE-588)11872827X; https://d-nb.info/gnd/11872827X; (DE-101)11872827X
362638624,Das kommende Reich,"Schneider, Johannes Ferdinand",Verfasser,(DE-588)1015479332; https://d-nb.info/gnd/1015479332; (DE-101)1015479332
58060523X,Das Leid und die Verwandlung zur Freude,"Lotz, Erich",Verfasser,(DE-588)1043811850; https://d-nb.info/gnd/1043811850; (DE-101)1043811850
362683875,Der Anti-Christus,"Schütz, Paul",Verfasser,unknown
362776466,Der Herr des Alltages,"Spoerri, Theophil",Verfasser,(DE-588)118616358; https://d-nb.info/gnd/118616358; (DE-101)118616358
362776474,Der Herr des Alltages,"Spoerri, Theophil",Verfasser,(DE-588)118616358; https://d-nb.info/gnd/118616358; (DE-101)118616358
362776490,Der Herr des Alltags,"Spoerri, Theophil",Verfasser,(DE-588)118616358; https://d-nb.info/gnd/118616358; (DE-101)118616358
362776482,Der Herr des Alltags,"Spoerri, Theophil",Verfasser,(DE-588)118616358; https://d-nb.info/gnd/118616358; (DE-101)118616358
580605248,Der Weg nach Innen,"Lotz, Erich",Verfasser,(DE-588)1043811850; https://d-nb.info/gnd/1043811850; (DE-101)1043811850
580131955,Deutsche Staatsreligion oder Evangelische Volkskirche,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
362638640,Die Verkündigung des Paulus,"Schneider, Johannes Ferdinand",Verfasser,(DE-588)1015479332; https://d-nb.info/gnd/1015479332; (DE-101)1015479332
580041115,Gott und Nation,"Grundmann, Walter",Verfasser,(DE-588)116895004; https://d-nb.info/gnd/116895004; (DE-101)116895004
580041107,Gott und Nation,"Grundmann, Walter",Verfasser,(DE-588)116895004; https://d-nb.info/gnd/116895004; (DE-101)116895004
580776263,Gottes Hausgenossen,"Müller, Alfred Dedo",Verfasser,(DE-588)118737368; https://d-nb.info/gnd/118737368; (DE-101)118737368
362088233,Konfession und Katholizität der Kirche,"Quervain, Alfred de",Verfasser,(DE-588)118597310; https://d-nb.info/gnd/118597310; (DE-101)118597310
362593795,Seelsorge an der eigenen Seele,"Schick, Erich",Verfasser,(DE-588)128739983; https://d-nb.info/gnd/128739983; (DE-101)128739983
362791317,Unser Glaube und unsere Geschichte,"Stauffer, Ethelbert",Verfasser,(DE-588)123703816; https://d-nb.info/gnd/123703816; (DE-101)123703816
58041048X,Von der Niedrigkeit Christa,"Köberle, Adolf",Verfasser,(DE-588)118564161; https://d-nb.info/gnd/118564161; (DE-101)118564161
578740109,Das Kreuz Christi,"Althaus, Paul",Verfasser,(DE-588)118502271; https://d-nb.info/gnd/118502271; (DE-101)118502271
012992895,Der Christliche Student,unknown,unknown,unknown
362776458,Der Herr des Alltages,"Spoerri, Theophil",Verfasser,(DE-588)118616358; https://d-nb.info/gnd/118616358; (DE-101)118616358
580379485,"Der ""historische Jesus""","Kittel, Gerhard",Verfasser,(DE-588)118562592; https://d-nb.info/gnd/118562592; (DE-101)118562592
579879771,Die politische Sendung der Gemeinde Jesu,"Frick, Heinrich",Verfasser,(DE-588)118703129; https://d-nb.info/gnd/118703129; (DE-101)118703129
579992667,Die Selbstverständlichkeiten unserer Zeit und der christliche Glaube,"Gogarten, Friedrich",Verfasser,(DE-588)118540394; https://d-nb.info/gnd/118540394; (DE-101)118540394
012082147,Jahresbericht / Pax Romana,unknown,unknown,unknown
362564388,Jesus Christus der Herr,"Sasse, Hermann",Verfasser,(DE-588)118751387; https://d-nb.info/gnd/118751387; (DE-101)118751387
